question,item_id,domain,variable,scoring_key_provisional,mean_raw,mean_scored,sd_scored,pct_raw_1,pct_raw_5,item_rest_r,exact_duplicate,text,review_flags
Q39,I020_R,원칙중시,Culture-Fit,reverse,2.3141025641025643,3.6858974358974357,0.9692330668109888,0.17307692307692307,0.00641025641025641,0.3580382193202831,False,모든 사람을 상황에 따라 다른 기준으로 대우한다.,
Q41,I021_R,원칙중시,Culture-Fit,reverse,1.7564102564102564,4.243589743589744,0.6362368687717256,0.34615384615384615,0.0,0.5725136990259195,False,상황이 급하면 규정을 잠시 어겨도 된다고 생각한다.,
Q43,I022_R,원칙중시,Culture-Fit,reverse,1.8461538461538463,4.153846153846154,0.5697067287858038,0.25,0.0,0.586168683117235,False,성과를 위해 사실을 조금 과장하는 편이다.,
Q45,I023_R,원칙중시,Culture-Fit,reverse,1.7692307692307692,4.230769230769231,0.6205736560079048,0.3333333333333333,0.0,0.533986011993158,False,나에게 유리하면 기준이 조금 달라져도 괜찮다.,
Q47,I024_R,원칙중시,Culture-Fit,reverse,1.3974358974358974,4.602564102564102,0.49094362306240524,0.6025641025641025,0.0,0.4746200815108644,False,문제가 생겨도 보고는 나중으로 미룬다.,LOW_VARIANCE;RAW_FLOOR
Q277,I261,원칙중시,Culture-Fit,direct,4.602564102564102,4.602564102564102,0.5409607603620132,0.0,0.6217948717948718,0.44955422150493346,False,회사의 자원을 사적으로 사용하지 않는다. ,RAW_CEILING
Q278,I265,원칙중시,Culture-Fit,direct,1.8782051282051282,1.8782051282051282,0.6847928692531658,0.28846153846153844,0.0,-0.20851864812646204,False,지시가 검증되지 않으면 일단 비판하고 따르지 않는다.,LOW_ITEM_REST;NEGATIVE_ITEM_REST
Q279,I266,원칙중시,Culture-Fit,direct,4.076923076923077,4.076923076923077,0.6173665355410474,0.0,0.21153846153846154,0.5563088274170823,False,상황이 급해도 규정을 철저히 지켜야 한다고 생각한다.,
Q280,I267,원칙중시,Culture-Fit,direct,4.294871794871795,4.294871794871795,0.4848404954601544,0.0,0.3076923076923077,0.5164224078155001,True,정보를 숨기기보다 관련자와 공유하려 한다. ,LOW_VARIANCE;EXACT_DUPLICATE
Q281,I268,원칙중시,Culture-Fit,direct,4.128205128205129,4.128205128205129,0.5871522165443018,0.0,0.22435897435897437,0.547644154921099,False,성과를 내기 위해 편법을 쓰지 않는다.,
Q6,N003,원칙중시,Culture-Fit,direct,2.25,2.25,1.0693682186678142,0.2564102564102564,0.019230769230769232,-0.0970708396327517,False,공정성을 위해 이해관계가 있을 때는 의사결정을 회피하거나 위임한다.,LOW_ITEM_REST;NEGATIVE_ITEM_REST
Q16,N008,원칙중시,Culture-Fit,direct,3.9551282051282053,3.9551282051282053,0.6656837253283876,0.00641025641025641,0.15384615384615385,0.22458013794999682,False,규정이 모호할 때는 보수적으로 해석하고 기록을 남긴다.,
Q26,N013,원칙중시,Culture-Fit,direct,4.0,4.0,0.5447698537441175,0.00641025641025641,0.12179487179487179,0.34191841739720663,False,이익이 충돌할 가능성이 보이면 사전에 이해관계를 공개한다.,
Q36,N018,원칙중시,Culture-Fit,direct,4.173076923076923,4.173076923076923,0.6735889580205762,0.01282051282051282,0.27564102564102566,0.47386484957563985,False,압박 상황에서도 보고 체계를 건너뛰지 않는다.,
Q46,N023,원칙중시,Culture-Fit,direct,4.262820512820513,4.262820512820513,0.46989606932129824,0.0,0.27564102564102566,0.36346338696067915,False,사실 확인 전에는 추측으로 결론 내리지 않는다.,LOW_VARIANCE
Q52,N028,원칙중시,Culture-Fit,direct,3.6153846153846154,3.6153846153846154,0.6952515298985704,0.0,0.05128205128205128,0.197870929420571,False,데이터와 근거가 부족하면 일정이 지연돼도 보완을 요청한다.,LOW_ITEM_REST
Q58,N033,원칙중시,Culture-Fit,direct,4.391025641025641,4.391025641025641,0.5396978599026101,0.0,0.4166666666666667,0.5976191908668831,False,누가 보지 않아도 안전 규정을 준수한다.,
Q68,N038,원칙중시,Culture-Fit,direct,4.1923076923076925,4.1923076923076925,0.5578227792961999,0.0,0.2564102564102564,0.5525160901130555,False,정책 변경 시 구성원에게 동일 기준으로 공지하고 적용한다.,
Q78,N043,원칙중시,Culture-Fit,direct,4.423076923076923,4.423076923076923,0.533260954559368,0.0,0.4423076923076923,0.5741272231267815,False,문제 은폐보다 조기 보고를 우선한다.,
Q88,N048,원칙중시,Culture-Fit,direct,4.1923076923076925,4.1923076923076925,0.6129293451402005,0.00641025641025641,0.27564102564102566,0.5197150957050173,False,사적 친분이 있어도 동일 기준으로 평가한다.,
Q98,N053_R,원칙중시,Culture-Fit,reverse,2.269230769230769,3.730769230769231,0.8526705966561676,0.14743589743589744,0.01282051282051282,0.3039726812122725,False,이해관계가 있어도 공정성보다 이익을 위해 직접 의사결정을 내린다.,
Q57,I033,혁신성,Culture-Fit,direct,4.0576923076923075,4.0576923076923075,0.5476092863722198,0.0,0.17307692307692307,0.7128459951783427,True,업무에 필요한 새로운 방법을 스스로 찾아 적용한다.,EXACT_DUPLICATE
Q59,I034,혁신성,Culture-Fit,direct,4.083333333333333,4.083333333333333,0.46777901224945445,0.0,0.15384615384615385,0.5956291832405999,True,작은 시범 운영으로 가설을 검증해 본다.,LOW_VARIANCE;EXACT_DUPLICATE
Q61,I035,혁신성,Culture-Fit,direct,4.230769230769231,4.230769230769231,0.5060428879714656,0.0,0.2692307692307692,0.6287936971029482,True,변화가 불편해도 필요하면 기꺼이 수용한다.,EXACT_DUPLICATE
Q63,I036,혁신성,Culture-Fit,direct,4.262820512820513,4.262820512820513,0.5219341138394891,0.0,0.2948717948717949,0.5118981139785007,True,감(직관)이 아닌 데이터로 의사결정을 뒷받침한다.,EXACT_DUPLICATE
Q65,I037,혁신성,Culture-Fit,direct,3.4166666666666665,3.4166666666666665,0.849731140274786,0.01282051282051282,0.0641025641025641,0.4046458676733543,True,새로운 방식을 시도하면 괜히 일이 커지더라도 행동으로 옮긴다.,EXACT_DUPLICATE
Q67,I038,혁신성,Culture-Fit,direct,2.9358974358974357,2.9358974358974357,0.7677322044826793,0.00641025641025641,0.01282051282051282,0.3987182556054156,True,기존 방식이 아닌 새로운 방식을 끊임없이 시도하는 것이 안전하다.,EXACT_DUPLICATE
Q69,I039,혁신성,Culture-Fit,reverse,1.8397435897435896,4.160256410256411,0.6375031422748099,0.28205128205128205,0.0,0.2939072124704409,True,근거보다 직관이 더 중요하다고 본다.,EXACT_DUPLICATE
Q71,I040,혁신성,Culture-Fit,direct,4.038461538461538,4.038461538461538,0.5779230374546802,0.0,0.17307692307692307,0.6415798179404119,True,실패의 위험이 있어도 성장을 위해 변화를 시도한다.,EXACT_DUPLICATE
Q73,I041,혁신성,Culture-Fit,direct,4.134615384615385,4.134615384615385,0.5338422923037376,0.0,0.21153846153846154,0.7138841440611977,True,업무에 필요한 새로운 방법을 스스로 찾아 적용한다.,EXACT_DUPLICATE
Q75,I042,혁신성,Culture-Fit,direct,4.064102564102564,4.064102564102564,0.46391722258689405,0.0,0.14102564102564102,0.5734090377887751,True,작은 시범 운영으로 가설을 검증해 본다.,LOW_VARIANCE;EXACT_DUPLICATE
Q77,I043,혁신성,Culture-Fit,direct,4.314102564102564,4.314102564102564,0.518116778211583,0.0,0.33974358974358976,0.6305984985165918,True,변화가 불편해도 필요하면 기꺼이 수용한다.,EXACT_DUPLICATE
Q79,I044,혁신성,Culture-Fit,direct,4.3076923076923075,4.3076923076923075,0.5969317745139034,0.00641025641025641,0.3525641025641026,0.46996055388082697,True,감(직관)이 아닌 데이터로 의사결정을 뒷받침한다.,EXACT_DUPLICATE
Q81,I045,혁신성,Culture-Fit,direct,3.3653846153846154,3.3653846153846154,0.8353985987889618,0.01282051282051282,0.04487179487179487,0.4357032604380489,True,새로운 방식을 시도하면 괜히 일이 커지더라도 행동으로 옮긴다.,EXACT_DUPLICATE
Q83,I046,혁신성,Culture-Fit,direct,2.9294871794871793,2.9294871794871793,0.7713597502791438,0.019230769230769232,0.00641025641025641,0.33347138749662725,True,기존 방식이 아닌 새로운 방식을 끊임없이 시도하는 것이 안전하다.,EXACT_DUPLICATE
Q85,I047,혁신성,Culture-Fit,reverse,1.7820512820512822,4.217948717948718,0.5598948264701354,0.28846153846153844,0.0,0.27224183688782516,True,근거보다 직관이 더 중요하다고 본다.,EXACT_DUPLICATE
Q87,I048,혁신성,Culture-Fit,direct,4.0256410256410255,4.0256410256410255,0.5441621905837236,0.0,0.14743589743589744,0.5933355444592734,True,실패의 위험이 있어도 성장을 위해 변화를 시도한다.,EXACT_DUPLICATE
Q89,I049_R,혁신성,Culture-Fit,reverse,1.9230769230769231,4.076923076923077,0.5851766927916734,0.1987179487179487,0.0,0.5610658902843924,False,업무에 새로운 방법을 적용하지 않고 기존 방식만 고수한다.,
Q91,I050_R,혁신성,Culture-Fit,reverse,1.6666666666666667,4.333333333333333,0.5246606686271623,0.3525641025641026,0.0,0.4972206010368053,False,작은 시범 운영 없이 가설을 검증하지 않고 바로 도입한다.,
Q93,I051_R,혁신성,Culture-Fit,reverse,1.564102564102564,4.435897435897436,0.6342838194422794,0.4935897435897436,0.0,0.5194854043516486,False,변화가 불편하면 필요해도 거부하고 수용하지 않는다.,
Q95,I052_R,혁신성,Culture-Fit,reverse,1.5256410256410255,4.4743589743589745,0.5500582719713454,0.4935897435897436,0.0,0.38159660635199155,False,데이터 없이 감(직관)에 의존해 의사결정을 내린다.,
Q97,I053_R,혁신성,Culture-Fit,reverse,1.8076923076923077,4.1923076923076925,0.5578227792961999,0.2692307692307692,0.0,0.5825913349251433,False,새로운 방식이 필요해도 일이 커질까 봐 시도하지 않는다.,
Q99,I054_R,혁신성,Culture-Fit,reverse,3.0256410256410255,2.9743589743589745,0.7947303697661356,0.01282051282051282,0.019230769230769232,0.2268525523728582,False,일단 하던 대로 하는 것이 가장 안전하다.,
Q101,I055_R,혁신성,Culture-Fit,direct,4.2756410256410255,4.2756410256410255,0.5396978599026101,0.0,0.3141025641025641,0.35626496427599796,False,직관보다 객관적인 근거(데이터)가 더 중요하다고 본다.,
Q103,I056_R,혁신성,Culture-Fit,reverse,1.8846153846153846,4.115384615384615,0.7616750510386235,0.30128205128205127,0.00641025641025641,0.4955636891461403,True,실패가 생길 바엔 변화를 미루는 편이다.,EXACT_DUPLICATE
Q282,I269,혁신성,Culture-Fit,reverse,1.4294871794871795,4.57051282051282,0.5094231967460464,0.5769230769230769,0.0,0.5918514662111345,False,새 툴은 배우기 어려워서 쓰고 싶지 않다.,
Q283,I270,혁신성,Culture-Fit,reverse,1.705128205128205,4.294871794871795,0.5354280617075038,0.3333333333333333,0.0,0.4888047497139328,False,외부 사례는 우리에게 맞지 않는다고 생각한다.,
Q284,I271,혁신성,Culture-Fit,reverse,1.7628205128205128,4.237179487179487,0.5460967595603512,0.28846153846153844,0.0,0.4316413268030888,False,작은 실험에 시간을 쓰는 것은 비효율적이다.,
Q285,I272,혁신성,Culture-Fit,reverse,1.9166666666666667,4.083333333333333,0.5560034037182116,0.1987179487179487,0.0,0.530314142658122,False,새로운 방식을 시도하면 괜히 일이 커진다. ,
Q286,I274,혁신성,Culture-Fit,direct,4.198717948717949,4.198717948717949,0.5378556203303321,0.0,0.26282051282051283,0.5548912920204322,False,업무 자동화를 위해 도구를 탐색하고 도입한다. ,
Q287,I275,혁신성,Culture-Fit,direct,4.416666666666667,4.416666666666667,0.5074710649095475,0.0,0.4230769230769231,0.5108819812371517,False,실패에서 배운 점을 정리해 다음에 반영한다.,
Q288,I276,혁신성,Culture-Fit,reverse,1.8653846153846154,4.134615384615385,0.6728517879414307,0.28205128205128205,0.0,0.611630472117463,True,실패가 생길 바엔 변화를 미루는 편이다. ,EXACT_DUPLICATE
Q10,N005,혁신성,Culture-Fit,direct,4.051282051282051,4.051282051282051,0.49245758677528695,0.0,0.14102564102564102,0.5643929723848108,False,업무 불편을 발견하면 원인 가설을 세우고 간단한 실험으로 검증한다.,LOW_VARIANCE
Q20,N010,혁신성,Culture-Fit,direct,4.230769230769231,4.230769230769231,0.5429448239792475,0.0,0.28846153846153844,0.5755230829926125,False,아이디어를 제안할 때 비용·효과·리스크를 함께 제시한다.,
Q30,N015,혁신성,Culture-Fit,direct,4.0576923076923075,4.0576923076923075,0.4716530246721441,0.0,0.14102564102564102,0.4772484403015285,False,작은 시범 운영(Pilot) 후 성과지표로 확장 여부를 결정한다.,LOW_VARIANCE
Q40,N020,혁신성,Culture-Fit,direct,4.160256410256411,4.160256410256411,0.5142711080153042,0.0,0.21794871794871795,0.5470754491950154,False,문제 재정의(Problem framing)를 통해 새로운 해결책을 모색한다.,
Q49,N025,혁신성,Culture-Fit,direct,4.121794871794871,4.121794871794871,0.5123374482474979,0.0,0.1987179487179487,0.43150385972608013,False,데이터로 가설을 반박할 수 있으면 방향을 신속히 수정한다.,
Q54,N030,혁신성,Culture-Fit,direct,3.83974358974359,3.83974358974359,0.6375031422748099,0.0,0.11538461538461539,0.4237273593444828,False,아이디어 확산을 위해 이해관계자 맵을 만들고 지지자를 확보한다.,
Q62,N035,혁신성,Culture-Fit,direct,4.25,4.25,0.5403105439198533,0.0,0.2948717948717949,0.5989190471862131,False,실패에서 학습 포인트를 기록해 재사용한다.,
Q72,N040,혁신성,Culture-Fit,direct,4.282051282051282,4.282051282051282,0.530305715782787,0.0,0.32051282051282054,0.5248545734579654,False,현장 사용자의 피드백을 정기적으로 수집해 제품을 개선한다.,
Q82,N045,혁신성,Culture-Fit,direct,4.185897435897436,4.185897435897436,0.5424494884109063,0.0,0.25,0.4613760170063839,False,업무 자동화를 통해 반복 작업 시간을 줄인다.,
Q92,N050,혁신성,Culture-Fit,direct,4.128205128205129,4.128205128205129,0.5044057342534136,0.0,0.1987179487179487,0.5627937830570784,False,외부 모범사례를 벤치마킹해 내재화한다.,
Q102,N055_R,혁신성,Culture-Fit,reverse,1.6025641025641026,4.397435897435898,0.5039135509510462,0.40384615384615385,0.0,0.6435749737583564,False,업무 불편을 발견해도 원인을 깊이 탐구하거나 실험하지 않는다.,
Q104,I065,고객중심,Culture-Fit,direct,4.083333333333333,4.083333333333333,0.5674883353450431,0.0,0.19230769230769232,0.4316489528015171,True,의사결정 전 타인 관점을 먼저 점검하려 한다.,EXACT_DUPLICATE
Q105,I066,고객중심,Culture-Fit,direct,4.230769230769231,4.230769230769231,0.47986764097363144,0.0,0.2564102564102564,0.5876036450451299,True,작은 결함도 발견되면 원인을 추적한다.,LOW_VARIANCE;EXACT_DUPLICATE
Q106,I067,고객중심,Culture-Fit,direct,4.07051282051282,4.07051282051282,0.5219341138394891,0.0,0.16666666666666666,0.32035253837372696,True,타인 약속 기한을 맞추기 위해 우선순위를 조정하려 한다.,EXACT_DUPLICATE
Q107,I068,고객중심,Culture-Fit,direct,4.339743589743589,4.339743589743589,0.48853691869334237,0.0,0.34615384615384615,0.6574797390652453,True,인수인계가 끝나도 문제 해결까지 책임을 진다.,LOW_VARIANCE;EXACT_DUPLICATE
Q108,I069,고객중심,Culture-Fit,direct,4.2756410256410255,4.2756410256410255,0.5025575614435649,0.0,0.30128205128205127,0.5651886313006159,True,내 업무가 아니어도 타인의 업무에 도움을 주려고 노력한다.,EXACT_DUPLICATE
Q109,I070,고객중심,Culture-Fit,direct,4.141025641025641,4.141025641025641,0.5841864257096852,0.0,0.23717948717948717,0.5110768170252497,True,품질 기준을 이상적으로 설정하고 최대한 실현하려고 한다.,EXACT_DUPLICATE
Q110,I071,고객중심,Culture-Fit,reverse,2.4294871794871793,3.5705128205128207,0.8952359896998829,0.1346153846153846,0.00641025641025641,0.20945691906216787,True,정해진 절차가 우선이라 약속 기한은 유동적이다.,EXACT_DUPLICATE
Q111,I072,고객중심,Culture-Fit,direct,4.32051282051282,4.32051282051282,0.652411699497354,0.01282051282051282,0.3782051282051282,0.4403306651862354,True,인수인계 후에도 발생하는 문제에 끝까지 책임을 회피하지 않는다.,EXACT_DUPLICATE
Q112,I073,고객중심,Culture-Fit,direct,4.07051282051282,4.07051282051282,0.602277178576919,0.0,0.1987179487179487,0.5192309859701039,True,의사결정 전 타인 관점을 먼저 점검하려 한다.,EXACT_DUPLICATE
Q113,I074,고객중심,Culture-Fit,direct,4.243589743589744,4.243589743589744,0.5127005649631003,0.0,0.28205128205128205,0.6255960269740991,True,작은 결함도 발견되면 원인을 추적한다.,EXACT_DUPLICATE
Q114,I075,고객중심,Culture-Fit,direct,4.115384615384615,4.115384615384615,0.5675247723629847,0.0,0.21794871794871795,0.29481183453940546,True,타인 약속 기한을 맞추기 위해 우선순위를 조정하려 한다.,EXACT_DUPLICATE
Q115,I076,고객중심,Culture-Fit,direct,4.352564102564102,4.352564102564102,0.4925835403781246,0.0,0.358974358974359,0.6152583123837949,True,인수인계가 끝나도 문제 해결까지 책임을 진다.,LOW_VARIANCE;EXACT_DUPLICATE
Q116,I077,고객중심,Culture-Fit,direct,4.25,4.25,0.47688505411546467,0.0,0.2692307692307692,0.6073440283093241,True,내 업무가 아니어도 타인의 업무에 도움을 주려고 노력한다.,LOW_VARIANCE;EXACT_DUPLICATE
Q117,I078,고객중심,Culture-Fit,direct,4.160256410256411,4.160256410256411,0.5622167515870504,0.0,0.23717948717948717,0.5246370901789796,True,품질 기준을 이상적으로 설정하고 최대한 실현하려고 한다.,EXACT_DUPLICATE
Q118,I079,고객중심,Culture-Fit,reverse,2.4358974358974357,3.5641025641025643,0.8738456878573765,0.1282051282051282,0.01282051282051282,0.31669340075495106,True,정해진 절차가 우선이라 약속 기한은 유동적이다.,EXACT_DUPLICATE
Q119,I080,고객중심,Culture-Fit,direct,4.25,4.25,0.7588191165310104,0.02564102564102564,0.3525641025641026,0.26400803333711803,True,인수인계 후에도 발생하는 문제에 끝까지 책임을 회피하지 않는다.,EXACT_DUPLICATE
Q120,I081_R,고객중심,Culture-Fit,reverse,1.3653846153846154,4.634615384615385,0.48308869768014934,0.6346153846153846,0.0,0.5261511229665063,False,타인의 관점이나 이해관계를 무시하고 독단적으로 결정한다.,LOW_VARIANCE;RAW_FLOOR
Q121,I082_R,고객중심,Culture-Fit,reverse,1.4166666666666667,4.583333333333333,0.5074710649095475,0.5897435897435898,0.0,0.568819716480736,False,작은 결함을 무시하고 문제 해결 노력을 중단한다.,
Q122,I083_R,고객중심,Culture-Fit,reverse,1.3525641025641026,4.647435897435898,0.47930712329882585,0.6474358974358975,0.0,0.5483673689812444,False,타인의 약속 기한을 무시하고 나의 우선순위만 고수한다.,LOW_VARIANCE;RAW_FLOOR
Q123,I084_R,고객중심,Culture-Fit,reverse,1.4102564102564104,4.589743589743589,0.4934643154310196,0.5897435897435898,0.0,0.6459871626883472,False,인수인계가 끝나면 곧바로 책임이 없다고 단정한다.,LOW_VARIANCE
Q124,I085_R,고객중심,Culture-Fit,reverse,1.6923076923076923,4.3076923076923075,0.5860241612918924,0.3717948717948718,0.0,0.5512035310599066,False,내 업무가 아니면 타인 이슈라도 관여하지 않는다.,
Q125,I086_R,고객중심,Culture-Fit,reverse,1.7307692307692308,4.269230769230769,0.6460415830634637,0.358974358974359,0.0,0.48233112314978915,False,품질 기준은 현실적으로 낮춰야 한다고 본다.,
Q126,I087_R,고객중심,Culture-Fit,reverse,1.8717948717948718,4.128205128205129,0.5871522165443017,0.23717948717948717,0.0,0.256026097233291,False,약속 기한이 우선이라 정해진 절차를 무시하고 진행한다.,
Q127,I088_R,고객중심,Culture-Fit,reverse,1.4935897435897436,4.506410256410256,0.5015690847060224,0.5064102564102564,0.0,0.6264616720256733,False,인수인계하면 이후 문제는 내 책임이 아니다.,
Q289,I280,고객중심,Culture-Fit,direct,4.211538461538462,4.211538461538462,0.5081226088336755,0.0,0.2564102564102564,0.5400655980886686,False,긴급한 이슈에 즉시 대응 경로를 연다.,
Q290,I281,고객중심,Culture-Fit,direct,4.0576923076923075,4.0576923076923075,0.603648953907277,0.0,0.19230769230769232,0.3450909071539615,True,타인 약속 기한을 맞추기 위해 우선순위를 조정하려 한다. ,EXACT_DUPLICATE
Q291,I282,고객중심,Culture-Fit,reverse,1.6538461538461537,4.346153846153846,0.5162375816373592,0.358974358974359,0.0,0.5423652170602294,False,숨은 니즈를 찾는 일은 과도한 노력이라고 느낀다.,
Q2,N001,고객중심,Culture-Fit,direct,4.17948717948718,4.17948717948718,0.5505092010854453,0.0,0.2564102564102564,0.5802160312624521,False,내부·외부 고객의 기대와 성공지표(KPI)를 먼저 파악한다.,
Q12,N006,고객중심,Culture-Fit,direct,4.262820512820513,4.262820512820513,0.5460967595603512,0.00641025641025641,0.2948717948717949,0.4650467436561241,False,약속 기한을 지키기 위해 범위·우선순위를 사전에 조정한다.,
Q22,N011,고객중심,Culture-Fit,direct,4.294871794871795,4.294871794871795,0.49796940854283367,0.0,0.3141025641025641,0.6129362943573752,False,품질 이슈 발생 시 원인-대안-재발방지까지 책임진다.,LOW_VARIANCE
Q32,N016,고객중심,Culture-Fit,direct,4.205128205128205,4.205128205128205,0.4781408716422621,0.0,0.23717948717948717,0.6349296322171434,False,고객 여정에서 마찰 구간을 찾아 개선안을 제안한다.,LOW_VARIANCE
Q42,N021,고객중심,Culture-Fit,direct,4.358974358974359,4.358974358974359,0.5441621905837236,0.0,0.391025641025641,0.4394815989997023,False,단기 이익보다 장기 신뢰를 우선한다.,
Q50,N026,고객중심,Culture-Fit,direct,4.378205128205129,4.378205128205129,0.5247788931380617,0.0,0.3974358974358974,0.5020525658125305,False,요구사항이 모호하면 확인 질문으로 범위를 명확히 한다.,
Q55,N031,고객중심,Culture-Fit,direct,4.301282051282051,4.301282051282051,0.48752001507129933,0.0,0.3141025641025641,0.679789203930775,False,인수인계 후에도 이슈가 해결될 때까지 점검한다.,LOW_VARIANCE
Q64,N036,고객중심,Culture-Fit,direct,4.1923076923076925,4.1923076923076925,0.6129293451402005,0.0,0.28205128205128205,0.4920359599860074,False,고객 피드백을 데이터로 분류·시각화해 공유한다.,
Q74,N041,고객중심,Culture-Fit,direct,4.211538461538462,4.211538461538462,0.5206647783501319,0.0,0.2564102564102564,0.4772703420202841,False,품질 기준을 수치로 정의하고 일관되게 적용한다.,
Q84,N046,고객중심,Culture-Fit,direct,4.243589743589744,4.243589743589744,0.49995864179652966,0.0,0.27564102564102566,0.661031517463431,False,업데이트 변경이 고객에게 미칠 영향과 공지 계획을 먼저 검토한다.,LOW_VARIANCE
Q94,N051_R,고객중심,Culture-Fit,reverse,1.3525641025641026,4.647435897435898,0.47930712329882585,0.6474358974358975,0.0,0.5975543067541155,False,고객의 기대나 성공 지표를 파악하지 않고 내 방식대로 진행한다.,LOW_VARIANCE;RAW_FLOOR
Q128,I097,의사소통,Culture-Fit,direct,4.198717948717949,4.198717948717949,0.48752001507129933,0.0,0.23076923076923078,0.5592641306527945,True,상대의 의도를 확인하며 질문을 이어간다.,LOW_VARIANCE;EXACT_DUPLICATE
Q129,I098,의사소통,Culture-Fit,direct,4.2243589743589745,4.2243589743589745,0.5025575614435649,0.0,0.2564102564102564,0.5907652785233238,True,중요한 메시지는 핵심-근거-요청 순으로 전달한다.,EXACT_DUPLICATE
